time;open;high;low;close;tick_volume;spread;real_volume
1993-04-28;1.276;1.2810000000000001;1.2683;1.2690000000000001;1841;5;0
1993-04-29;1.2715;1.274;1.2687;1.2715;1061;50;0
1993-04-30;1.2715;1.275;1.2692999999999999;1.2711000000000001;1101;50;0
1993-05-03;1.2695;1.2705;1.267;1.2675;501;50;0
1993-05-04;1.2668;1.2732;1.2658;1.271;1061;50;0
1993-05-05;1.2705;1.2766;1.2705;1.272;1071;50;0
1993-05-06;1.2732999999999999;1.274;1.2683;1.2688;691;50;0
1993-05-07;1.2684;1.2748;1.2673;1.2690000000000001;1441;50;0
1993-05-10;1.268;1.2701;1.266;1.2701;611;50;0
1993-05-11;1.2708;1.2758;1.2708;1.2746;621;50;0
1993-05-12;1.275;1.2785;1.2730000000000001;1.2735;951;50;0
1993-05-13;1.2735;1.2746;1.2705;1.2731;781;50;0
1993-05-14;1.2732;1.275;1.2690000000000001;1.2744;1081;50;0
1993-05-17;1.2738;1.2775;1.2734;1.2762;581;50;0
1993-05-18;1.2755;1.2785;1.2671000000000001;1.2685;1581;50;0
1993-05-19;1.2673;1.2697;1.263;1.264;1011;50;0
1993-05-20;1.2636;1.2690000000000001;1.2635;1.2679;671;50;0
1993-05-21;1.2690000000000001;1.2695;1.2635;1.2643;731;50;0
1993-05-24;1.2635;1.267;1.2603;1.2609;1081;50;0
1993-05-25;1.2602;1.263;1.2589000000000001;1.2605;791;50;0
1993-05-26;1.2615;1.2648;1.259;1.2628;1031;50;0
1993-05-27;1.2626;1.2665;1.262;1.2651;651;50;0
1993-05-28;1.2644;1.2723;1.2635;1.2723;971;50;0
1993-05-31;1.2715;1.2732999999999999;1.2690000000000001;1.2713;841;50;0
1993-06-01;1.2709;1.274;1.2703;1.2713;701;50;0
1993-06-02;1.2707;1.2725;1.2690000000000001;1.2719;581;50;0
1993-06-03;1.2719;1.2772999999999999;1.271;1.2772999999999999;721;50;0
1993-06-04;1.2770000000000001;1.2803;1.2755;1.2793;731;50;0
1993-06-07;1.2788;1.2836;1.2755;1.2829;1211;50;0
1993-06-08;1.2825;1.286;1.282;1.2821;761;50;0
1993-06-09;1.282;1.2854999999999999;1.2782;1.2791000000000001;1171;50;0
1993-06-10;1.2786;1.2822;1.2770000000000001;1.2814;761;50;0
1993-06-11;1.2818;1.2838;1.278;1.28;981;50;0
1993-06-14;1.28;1.2833;1.2795;1.2807;691;50;0
1993-06-15;1.2808;1.283;1.2783;1.2799;851;50;0
1993-06-16;1.2798;1.2821;1.2772999999999999;1.2783;811;50;0
1993-06-17;1.2787;1.2802;1.2755;1.2763;701;50;0
1993-06-18;1.2766;1.279;1.2735;1.274;841;50;0
1993-06-21;1.2734;1.2755;1.2723;1.2730000000000001;601;50;0
1993-06-22;1.2730000000000001;1.2789;1.2730000000000001;1.2778;701;50;0
1993-06-23;1.2778;1.2810000000000001;1.2775;1.2805;431;50;0
1993-06-24;1.2795;1.284;1.2784;1.2831000000000001;761;50;0
